Total_salary,Total_hour_salary,y_salary_m,y_salarySec_m,bin_male,age,maxEducLevel,college,oficio,p6210,p6210s1,p6240,relab,formal,ocu,dsi,totalHoursWorked,Log_Total_hour_salary,out_totalHoursWorked,out_Total_salary
10180000,49486.109375,10180000,NA,1,22,6,1,58,5,10,1,1,1,1,0,48,10.809447290489121,0,1
1013000,4924.3056640625,1013000,NA,1,25,3,0,58,3,4,1,1,1,1,0,48,8.50193856175106,0,0
550000,5347.22216796875,500000,NA,0,48,4,0,54,3,5,1,3,0,1,0,24,8.584332484107762,1,0
930929.4375,3016.90087890625,781242,NA,1,53,6,1,98,5,11,1,1,1,1,0,72,8.011985384428515,0,0
930929.4375,4525.3515625,781242,NA,0,52,6,1,33,5,11,1,1,1,1,0,48,8.417450546486219,0,0
904877.6875,4398.7109375,800000,NA,0,42,6,1,56,5,11,1,1,1,1,0,48,8.389066808232625,0,0
550000,5133.33349609375,430000,NA,0,25,6,1,53,5,11,4,1,0,1,0,25,8.543510531440186,0,0
30000,1400,30000,NA,1,21,6,1,95,5,11,6,1,0,1,0,5,7.24422751560335,1,0
1000000,3535.353515625,1000000,NA,1,37,4,0,93,3,5,1,1,1,1,0,66,8.170568577750648,0,0
960929.4375,5605.421875,781242,NA,0,29,6,1,55,5,11,1,1,1,1,0,40,8.631489600291994,0,0
750000,3645.83325195312,750000,NA,1,30,4,0,95,3,5,1,1,1,1,0,48,8.20134021967633,0,0
1285711,6249.98388671875,1050000,NA,1,27,3,0,83,3,4,1,1,1,1,0,48,8.740334164602125,0,0
720000,2800,720000,NA,0,48,3,0,53,3,1,1,1,0,1,0,60,7.937374696163295,0,0
1200000,3333.33325195312,1200000,NA,1,34,5,0,45,4,7,1,1,0,1,0,84,8.111728058894009,1,0
781242,3797.7041015625,781242,NA,0,55,5,0,54,4,7,1,3,1,1,0,48,8.2421519793225535,0,0
1954877.625,8447.001953125,1800000,NA,1,25,7,0,98,6,3,6,1,1,1,0,54,9.041566858948613,0,0
1203314.5,6848.13134765625,930000,120000,1,22,6,1,16,5,11,1,1,1,1,0,41,8.831731098078093,0,0
1150000,5590.27783203125,1100000,NA,1,30,7,0,11,6,5,1,1,1,1,0,48,8.628784266529669,0,0
1625000,7583.33349609375,1500000,NA,0,30,7,0,30,6,5,1,1,1,1,0,50,8.933708157173898,0,0
869453,4226.5078125,781242,NA,1,51,4,0,97,3,5,1,1,1,1,0,48,8.349131354823443,0,0
869453,4226.5078125,781242,NA,0,56,5,0,55,4,9,1,1,1,1,0,48,8.349131354823443,0,0
869453,4226.5078125,781242,NA,1,23,6,1,75,5,11,1,1,1,1,0,48,8.349131354823443,0,0
870825.3125,4233.1787109375,781242,NA,0,53,7,0,54,6,2,1,1,1,1,0,48,8.3507084581361255,0,0
1091666.625,5306.712890625,1050000,NA,0,27,6,1,58,5,11,1,1,1,1,0,48,8.57672788123724,0,0
1704877.625,6630.07958984375,1500000,NA,1,33,6,1,58,5,11,1,1,1,1,0,60,8.799372087609175,0,0
1433333.375,6967.5927734375,1100000,NA,1,33,6,1,45,5,11,1,1,1,1,0,48,8.849025074436097,0,0
4516667,25092.59375,3900000,NA,1,35,7,0,31,6,9,1,2,1,1,0,42,10.130328011857124,0,0
6200000,30138.888671875,6000000,NA,1,34,7,0,50,6,5,6,1,1,1,0,48,10.313571599300126,0,0
807908.6875,3366.2861328125,781242,NA,0,32,7,0,50,6,2,4,1,1,1,0,56,8.121565377915212,0,0
900000,3500,900000,NA,1,36,6,1,97,5,11,1,1,0,1,0,60,8.160518247477505,0,0
921000,4477.08349609375,800000,NA,0,34,6,1,54,5,11,4,1,1,1,0,48,8.406727108076828,0,0
5516666.5,26817.12890625,5100000,NA,1,26,7,0,3,6,5,1,1,1,1,0,48,10.196796100629967,0,0
5359501.5,31263.7578125,4942835,NA,0,29,7,0,39,6,5,1,1,1,1,0,40,10.35021480828295,0,0
450000,5250,450000,NA,0,49,6,1,54,5,11,6,3,0,1,0,20,8.565983355585669,1,0
720000,3111.11108398438,720000,NA,0,60,6,1,79,5,11,1,1,0,1,0,54,8.042735203101815,0,0
160000,5333.33349609375,160000,NA,0,57,6,1,54,5,11,4,3,0,1,0,7,8.581731743071387,1,0
160000,3733.33325195312,160000,NA,0,57,6,1,54,5,11,4,3,0,1,0,10,8.225056746816804,1,0
1225000,4763.888671875,1100000,NA,1,58,7,0,58,6,3,1,1,1,1,0,60,8.468819561578085,0,0
4333333.5,21064.81640625,4000000,NA,0,33,7,0,12,6,6,1,2,1,1,0,48,9.955359458792415,0,0
988211,3843.04272460938,900000,NA,0,54,6,1,40,5,11,1,1,0,1,0,60,8.254019708017847,0,0
4666666.5,16752.13671875,4500000,NA,1,61,7,0,21,6,5,1,1,1,1,0,65,9.72628109441596,0,0
379966.65625,5541.18017578125,320000,NA,0,45,5,0,54,4,7,4,3,0,1,0,16,8.61996278517342,1,0
3266666.75,19055.556640625,3000000,NA,0,28,7,0,31,6,6,1,2,1,1,0,40,9.85511402519433,0,0
1200000,5833.33349609375,1200000,NA,1,23,7,0,16,6,5,1,1,1,1,0,48,8.671343899145281,0,0
1288211,6262.13671875,1200000,NA,0,22,7,0,33,6,2,1,1,1,1,0,48,8.742276734728499,0,0
2925000,11375,2700000,NA,0,28,7,0,21,6,5,1,1,1,1,0,60,9.33917324381915,0,0
3633333.25,17662.037109375,3500000,NA,1,33,7,0,21,6,7,1,1,1,1,0,48,9.779172819112205,0,0
7800000,37916.66796875,7800000,NA,0,33,7,0,21,6,5,1,1,1,1,0,48,10.543146082485746,0,1
1154500,5612.15283203125,1038000,NA,1,30,3,0,62,3,2,1,1,1,1,0,48,8.632689673929095,0,0
120000,3500,120000,NA,0,29,5,0,54,4,6,4,3,0,1,0,8,8.160518247477505,1,0
1000000,3888.88891601562,1000000,NA,0,37,5,0,97,4,9,1,1,0,1,0,60,8.265878770110776,0,0
2000000,9722.22265625,2000000,NA,1,49,7,0,19,6,7,4,1,1,1,0,48,9.182169539652342,0,0
4333333.5,22469.13671875,4000000,NA,0,45,7,0,6,6,10,1,1,1,1,0,45,10.019897945160071,0,0
25000000,121527.78125,25000000,NA,1,66,7,0,21,6,5,1,1,1,1,0,48,11.70789816788917,0,1
1500000,3645.83325195312,1500000,NA,1,44,6,1,98,5,11,1,1,1,1,0,96,8.20134021967633,1,0
850000,4131.9443359375,850000,NA,0,25,7,0,39,6,2,1,1,1,1,0,48,8.326503358691262,0,0
800000,3888.88891601562,800000,NA,0,39,6,1,39,5,11,1,1,1,1,0,48,8.265878770110776,0,0
1600000,8484.8486328125,1600000,NA,1,50,7,0,13,6,2,1,1,1,1,0,44,9.046037338123522,0,0
800000,3888.88891601562,800000,NA,1,27,7,0,38,6,2,1,1,1,1,0,48,8.265878770110776,0,0
900000,2916.66674804688,900000,NA,1,60,5,0,45,4,7,1,1,0,1,0,72,7.9781967185853375,0,0
800000,4444.4443359375,800000,NA,0,56,5,0,45,4,8,1,1,0,1,0,42,8.39941013134579,0,0
1200000,5600,1200000,NA,0,68,4,0,54,3,5,1,3,0,1,0,50,8.630521876723241,0,0
900000,3818.18188476562,900000,NA,1,47,6,1,39,5,11,1,1,1,1,0,55,8.24752964190575,0,0
673333.3125,3273.14794921875,640000,NA,0,46,5,0,54,4,6,1,3,0,1,0,48,8.093507476418376,0,0
1625000,8425.92578125,1500000,NA,1,24,7,0,8,6,5,1,1,1,1,0,45,9.0390686341984825,0,0
1500000,7291.66650390625,1500000,NA,0,35,7,0,7,6,5,1,1,1,1,0,48,8.894487400236276,0,0
1366666.625,6643.5185546875,1300000,NA,1,27,7,0,21,6,5,1,1,1,1,0,48,8.801397004935945,0,0
1498666.625,7285.18505859375,1337000,NA,0,26,7,0,13,6,5,1,1,1,1,0,48,8.893598120996264,0,0
1658333.375,5374.228515625,1400000,NA,1,25,6,1,58,5,11,1,2,1,1,0,72,8.589370310717419,0,0
948211,4609.35888671875,800000,NA,0,53,6,1,39,5,11,1,1,1,1,0,48,8.435844056193464,0,0
990000,4812.5,900000,NA,0,20,6,1,45,5,11,1,1,1,1,0,48,8.47897197859604,0,0
900000,4375,900000,NA,1,29,5,0,87,4,9,1,1,0,1,0,48,8.383661798791715,0,0
10153000,49354.859375,10153000,NA,1,34,7,0,12,6,6,1,1,1,1,0,48,10.806791507592534,0,1
4208333.5,16365.7412109375,4000000,NA,1,30,7,0,21,6,6,1,1,1,1,0,60,9.702945478359196,0,0
16250000,94791.6640625,15000000,NA,1,39,7,0,21,6,15,1,1,1,1,0,40,11.459436752546715,0,1
8000000,38888.890625,8000000,NA,0,57,7,0,12,6,7,1,2,1,1,0,48,10.568463900772233,0,1
10500000,61250,10500000,NA,1,48,7,0,21,6,10,6,1,1,1,0,40,11.022719128406973,0,1
7291666.5,35445.6015625,7000000,NA,0,32,7,0,21,6,5,1,1,1,1,0,48,10.475754449861844,0,1
2000000,8333.3330078125,2000000,NA,0,33,7,0,53,6,5,1,1,0,1,0,56,9.028018776119728,0,0
931953,4530.3271484375,781242,NA,0,55,5,0,59,4,9,1,1,1,1,0,48,8.418549434067595,0,0
140000,2041.66662597656,140000,NA,0,21,7,0,54,6,0,3,3,0,1,0,16,7.6215217268149695,1,0
781242,3797.7041015625,781242,NA,1,21,7,0,38,6,1,1,1,0,1,0,48,8.2421519793225535,0,0
7791666.5,30300.92578125,7500000,NA,1,58,7,0,21,6,5,1,1,1,1,0,60,10.318933544867335,0,1
5000000,24305.5546875,5000000,NA,0,36,7,0,21,6,5,1,1,1,1,0,48,10.098460191169355,0,0
1026666.6875,5323.45703125,960000,NA,1,46,7,0,53,6,6,1,1,0,1,0,45,8.579878189199592,0,0
1600000,8296.2958984375,1600000,NA,1,51,6,1,98,5,11,1,1,1,1,0,45,9.023564416876653,0,0
2196877.5,12815.119140625,1700000,NA,0,49,6,1,55,5,11,1,2,1,1,0,40,9.4583809357214,0,0
1128211,4387.4873046875,1040000,NA,1,44,3,0,58,3,1,1,1,1,1,0,60,8.386511974251416,0,0
1208211,4698.59814453125,1120000,NA,0,28,5,0,58,4,0,1,1,1,1,0,60,8.455019476086655,0,0
954733,4641.06298828125,781242,NA,1,56,4,0,98,3,5,1,1,1,1,0,48,8.44269871128466,0,0
540000,6300,540000,NA,0,55,5,0,55,4,7,4,1,0,1,0,20,8.748304912379623,1,0
929453,4928.91748046875,781242,NA,0,36,5,0,55,4,9,4,1,1,1,0,44,8.502874664927733,0,0
1200000,5833.33349609375,1200000,NA,1,27,6,1,45,5,11,1,1,1,1,0,48,8.671343899145281,0,0
1200000,5833.33349609375,1200000,NA,0,28,6,1,45,5,10,1,1,0,1,0,48,8.671343899145281,0,0
2197666.75,10683.1025390625,2000000,NA,0,44,7,0,21,6,5,4,1,1,1,0,48,9.276418570239475,0,0
1093211,5314.22021484375,900000,NA,0,25,6,1,45,5,11,1,1,1,1,0,48,8.578141565966158,0,0
5441666.5,26452.544921875,4500000,NA,1,65,7,0,11,6,6,6,2,1,1,0,48,10.18310764898593,0,0
900000,4375,900000,NA,1,31,6,1,79,5,11,1,1,0,1,0,48,8.383661798791715,0,0
781242,3797.7041015625,781242,NA,0,30,6,1,79,5,11,1,1,0,1,0,48,8.2421519793225535,0,0
600000,2916.66674804688,600000,NA,1,28,6,1,79,5,11,1,1,0,1,0,48,7.9781967185853375,0,0
1140000,5541.66650390625,1140000,NA,1,26,6,1,58,5,11,1,1,1,1,0,48,8.620050547485643,0,0
1038211,5046.85888671875,900000,NA,1,35,6,1,98,5,11,1,1,1,1,0,48,8.526521326115567,0,0
1005000,4885.41650390625,900000,NA,1,27,6,1,39,5,11,1,1,1,1,0,48,8.494009822645015,0,0
533333.3125,6913.580078125,500000,NA,1,24,6,1,74,5,10,6,1,0,1,0,18,8.84124288362483,1,0
1279877.625,6221.62744140625,1100000,NA,1,31,6,1,58,5,11,1,1,1,1,0,48,8.735786798038077,0,0
1438333.375,6991.8984375,1300000,NA,1,28,6,1,77,5,11,1,1,1,1,0,48,8.852507391700698,0,0
869453,3381.2060546875,781242,NA,0,23,5,0,53,4,9,1,1,0,1,0,60,8.125987745745084,0,0
1600000,7777.77783203125,1600000,NA,1,37,6,1,77,5,11,1,1,1,1,0,48,8.959025950670723,0,0
1625000,7583.33349609375,1500000,NA,1,55,6,1,37,5,11,1,1,1,1,0,50,8.933708157173898,0,0
869453,4226.5078125,781242,NA,1,25,7,0,39,6,2,1,1,1,1,0,48,8.349131354823443,0,0
789166.6875,3836.22705078125,760000,NA,1,24,6,1,85,5,11,1,1,0,1,0,48,8.25224462371501,0,0
200000,1944.44445800781,200000,NA,1,22,6,1,87,5,11,2,1,0,1,0,24,7.572731589550831,1,0
1800000,7777.77783203125,1800000,NA,0,38,7,0,42,6,11,1,2,1,1,0,54,8.959025950670723,0,0
7000000,34027.77734375,7000000,NA,1,47,7,0,21,6,7,1,1,1,1,0,48,10.434932450749752,0,1
360000,5250,360000,NA,0,59,5,0,54,4,9,4,3,0,1,0,16,8.565983355585669,1,0
958619.6875,4659.95703125,781242,NA,0,40,4,0,55,3,5,1,1,1,1,0,48,8.446761506315378,0,0
40000,1866.66662597656,40000,NA,0,42,6,1,39,5,11,6,1,0,1,0,5,7.531909566256859,1,0
1268500,4289.61376953125,850000,300000,1,29,6,1,37,5,11,1,1,1,1,0,69,8.363951977456786,0,0
1050000,5000,1050000,NA,0,51,6,1,53,5,11,1,1,0,1,0,49,8.517193191416238,0,0
800000,3888.88891601562,800000,NA,1,54,6,1,87,5,11,1,1,0,1,0,48,8.265878770110776,0,0
781242,3797.7041015625,781242,NA,1,22,6,1,93,5,11,1,1,0,1,0,48,8.2421519793225535,0,0
720000,2666.66674804688,720000,NA,0,22,7,0,53,6,1,1,1,0,1,0,63,7.888584562511443,0,0
781242,3797.7041015625,781242,NA,1,23,7,0,81,6,3,1,1,0,1,0,48,8.2421519793225535,0,0
781242,3797.7041015625,781242,NA,1,56,4,0,98,3,5,1,1,1,1,0,48,8.2421519793225535,0,0
900000,2800,900000,NA,1,35,7,0,13,6,3,1,1,0,1,0,75,7.937374696163295,1,0
1408333.375,6846.06494140625,1300000,NA,0,24,7,0,58,6,2,1,2,1,1,0,48,8.831429305081693,0,0
1300000,6319.4443359375,1300000,NA,1,28,7,0,33,6,2,1,1,0,1,0,48,8.751386561746703,0,0
400000,6666.66650390625,400000,NA,0,27,5,0,54,4,8,4,3,0,1,0,14,8.804875239453956,1,0
2708333.25,13165.5087890625,2500000,NA,1,26,7,0,39,6,5,1,1,1,1,0,48,9.485355718282946,0,0
1308211,7631.23095703125,1170000,NA,0,31,7,0,39,6,5,1,1,1,1,0,40,8.940004442462781,0,0
1866666.625,8711.111328125,1800000,NA,0,24,7,0,39,6,5,1,1,1,1,0,50,9.072354653914589,0,0
900000,4375,900000,NA,1,40,4,0,95,3,5,1,1,0,1,0,48,8.383661798791715,0,0
984786.3125,4787.15576171875,781242,NA,1,30,6,1,70,5,11,1,1,1,1,0,48,8.473691727346276,0,0
898453,3882.20434570312,781242,NA,0,38,6,1,38,5,11,1,1,1,1,0,54,8.264158401628235,0,0
1200000,5600,1200000,NA,1,19,5,0,53,4,8,1,1,0,1,0,50,8.630521876723241,0,0
3333333.25,16203.703125,1700000,NA,1,25,7,0,39,6,3,1,1,1,1,0,48,9.692995083061192,0,0
1625000,7899.3056640625,1500000,NA,1,31,7,0,2,6,6,1,1,1,1,0,48,8.974530143967506,0,0
1054877.625,5127.87744140625,900000,NA,0,39,6,1,33,5,11,1,1,1,1,0,48,8.542447098433122,0,0
894453,4348.03564453125,781242,NA,0,19,7,0,3,6,1,1,1,1,1,0,48,8.377479446121768,0,0
847908.6875,4396.5634765625,781242,NA,0,38,6,1,59,5,11,1,1,0,1,0,45,8.388578486691062,0,0
80000,933.333312988281,80000,NA,0,23,6,1,45,5,11,6,1,0,1,0,20,6.838762385696915,1,0
781242,3797.7041015625,781242,NA,1,40,4,0,44,3,5,1,1,0,1,0,48,8.2421519793225535,0,0
992929.4375,4826.740234375,781242,NA,0,31,6,1,55,5,11,1,1,1,1,0,48,8.481926619083962,0,0
600000,3500,600000,NA,1,43,5,0,80,4,8,1,1,0,1,0,40,8.160518247477505,0,0
800000,3111.11108398438,800000,NA,1,35,3,0,95,3,4,1,1,1,1,0,60,8.042735203101815,0,0
983619.6875,4781.484375,781242,NA,0,33,6,1,53,5,11,1,1,1,1,0,48,8.472506315981267,0,0
900000,3181.81811523438,900000,NA,1,32,3,0,95,3,3,1,1,0,1,0,66,8.065208046746843,0,0
1659166.625,8065.3935546875,800000,NA,1,24,6,1,53,5,11,1,1,1,1,0,48,8.99533778722211,0,0
944453,3866.18188476562,781242,NA,0,49,5,0,59,4,9,1,1,1,1,0,57,8.26002270593671,0,0
833333.3125,4050.92578125,800000,NA,0,19,7,0,33,6,4,1,1,1,1,0,48,8.3067007219413,0,0
3383333.25,15788.888671875,3300000,NA,0,28,7,0,3,6,3,1,1,1,1,0,50,9.66706172300425,0,0
1188211,5776.02587890625,1100000,NA,1,21,6,1,58,5,11,1,1,1,1,0,48,8.661471160982682,0,0
1800000,10500,1800000,NA,1,35,7,0,13,6,5,1,2,1,1,0,40,9.259130536145614,0,0
2397666.5,12162.076171875,1600000,500000,0,28,7,0,13,6,5,1,2,1,1,0,46,9.406077878764783,0,0
2118211,10296.859375,2000000,NA,0,27,6,1,44,5,11,1,1,1,1,0,48,9.239594212673138,0,0
800000,3888.88891601562,800000,NA,1,30,6,1,95,5,11,1,1,0,1,0,48,8.265878770110776,0,0
869453,4226.5078125,781242,NA,1,43,6,1,84,5,11,1,1,1,1,0,48,8.349131354823443,0,0
160000,2666.66674804688,160000,NA,0,48,4,0,54,3,5,4,3,0,1,0,14,7.888584562511443,1,0
1175711,4898.7958984375,1050000,NA,1,21,7,0,85,6,4,1,1,1,1,0,56,8.496744718888168,0,0
1700000,13222.22265625,1400000,300000,1,32,7,0,13,6,5,6,2,1,1,0,30,9.489654227583078,0,0
1348211,6553.8037109375,1200000,NA,1,42,6,1,58,5,11,1,1,1,1,0,48,8.787800879304237,0,0
929877.6875,4520.23876953125,800000,NA,0,21,7,0,38,6,2,1,1,1,1,0,48,8.416320096548613,0,0
1229877.625,4782.857421875,1100000,NA,0,31,6,1,58,5,11,1,1,1,1,0,60,8.472793433885164,0,0
12900000,62708.33203125,12900000,NA,0,58,7,0,21,6,5,1,1,1,1,0,48,11.046249605053047,0,1
12000000,56000,12000000,NA,1,29,7,0,8,6,8,1,1,1,1,0,50,10.933106969717286,0,1
2166666.75,10532.408203125,2000000,NA,0,29,7,0,44,6,6,1,1,1,1,0,48,9.26221227823247,0,0
2166666.75,10111.111328125,2000000,NA,1,25,6,1,44,5,11,1,1,1,1,0,50,9.22139022962568,0,0
4148333.5,32264.81640625,3640000,NA,0,59,7,0,13,6,6,1,2,1,1,0,30,10.38173264017089,0,0
1288700,4295.66650390625,1200000,NA,1,24,7,0,3,6,5,1,1,1,1,0,70,8.365362003730837,0,0
2138211,10394.0810546875,2000000,NA,1,25,7,0,39,6,5,1,1,1,1,0,48,9.248991793756906,0,0
1252544.375,9133.1357421875,1050000,NA,0,32,7,0,59,6,1,1,1,1,1,0,32,9.11966436940697,0,0
1329877.625,7757.61962890625,1150000,NA,0,28,6,1,59,5,11,1,1,1,1,0,40,8.956430817267924,0,0
700000,2592.59252929688,700000,NA,0,34,3,0,53,3,4,1,1,0,1,0,63,7.860413630613106,0,0
781242,3645.7958984375,781242,NA,1,22,7,0,38,6,2,1,1,1,1,0,50,8.201329974087903,0,0
200000,5185.18505859375,200000,NA,0,20,7,0,53,6,1,3,1,0,1,0,9,8.55356081117305,1,0
2616666.75,12211.111328125,2200000,NA,0,24,7,0,19,6,5,1,1,1,1,0,50,9.410101580827332,0,0
1000000,4861.111328125,1000000,NA,1,44,4,0,77,3,5,1,1,0,1,0,48,8.489022359092397,0,0
1185877.625,5764.68310546875,1000000,NA,0,23,7,0,89,6,2,1,1,1,1,0,48,8.659505462496531,0,0
2500000,12152.77734375,2500000,NA,1,49,6,1,87,5,11,1,1,1,1,0,48,9.40531301060941,0,0
1799833.375,8749.1904296875,1700000,NA,0,53,6,1,33,5,11,1,1,1,1,0,48,9.076716452749778,0,0
898619.6875,4368.2900390625,781242,NA,1,46,6,1,83,5,11,1,1,1,1,0,48,8.382126916104571,0,0
2113044.5,8804.3525390625,1300000,650000,1,41,7,0,16,6,6,1,1,1,1,0,56,9.083001484900365,0,0
320000,2666.66674804688,320000,NA,1,24,7,0,33,6,5,3,1,0,1,0,28,7.888584562511443,0,0
1133333.375,3672.83959960938,1050000,NA,1,41,7,0,58,6,2,1,1,1,1,0,72,8.208720374735247,0,0
480000,2800,480000,NA,0,27,6,1,53,5,11,1,1,0,1,0,40,7.937374696163295,0,0
3866666.75,18796.296875,3200000,NA,0,66,7,0,19,6,6,1,2,1,1,0,48,9.841415154681927,0,0
4533333.5,22037.037109375,4500000,NA,1,34,7,0,8,6,5,1,1,1,1,0,48,10.000479821806001,0,0
1194291.625,5805.58447265625,1100000,NA,0,26,6,1,3,5,11,1,1,1,1,0,48,8.666575573414438,0,0
869453,4226.5078125,781242,NA,1,23,6,1,85,5,11,1,1,1,1,0,48,8.349131354823443,0,0
1260000,5345.45458984375,1150000,NA,1,34,6,1,58,5,11,1,1,1,1,0,55,8.58400186939245,0,0
1367000,5799.39404296875,1150000,NA,0,32,6,1,58,5,11,1,1,1,1,0,55,8.665508715726366,0,0
1273211,6189.22021484375,1100000,NA,1,40,6,1,3,5,11,1,1,1,1,0,48,8.730564382758272,0,0
941211,4575.3310546875,793000,NA,0,39,6,1,33,5,11,6,1,1,1,0,48,8.42843433677197,0,0
1279877.625,6221.62744140625,1100000,NA,1,45,6,1,79,5,11,1,1,1,1,0,48,8.735786798038077,0,0
946544.3125,4601.2568359375,800000,NA,1,29,7,0,39,6,4,1,1,1,1,0,48,8.434084770361782,0,0
2118666.75,9887.111328125,1800000,NA,1,31,7,0,58,6,2,1,2,1,1,0,50,9.198987301884817,0,0
2275000,11059.02734375,2100000,NA,1,29,7,0,19,6,6,1,1,1,1,0,48,9.311002327605987,0,0
1666666.625,8101.8515625,1600000,NA,0,27,7,0,13,6,8,1,1,1,1,0,48,8.999847902501246,0,0
3358333.25,13060.1845703125,3100000,NA,0,32,7,0,19,6,5,1,1,1,1,0,60,9.47732353522003,0,0
2275000,13270.8330078125,2100000,NA,1,59,7,0,2,6,5,1,1,1,1,0,40,9.493323899117367,0,0
60000,777.777770996094,60000,NA,0,27,6,1,54,5,11,4,3,0,1,0,18,6.656440841981923,1,0
1366544.375,6642.923828125,1200000,NA,0,32,7,0,11,6,6,1,1,1,1,0,48,8.80130748111222,0,0
450833.34375,2337.654296875,450000,NA,0,28,6,1,38,5,11,1,1,1,1,0,45,7.756903268342609,0,0
1030000,4534.59130859375,840000,NA,1,37,4,0,98,3,5,1,1,1,1,0,53,8.419490239104283,0,0
1300000,6319.4443359375,1200000,NA,1,61,5,0,85,4,8,1,1,1,1,0,48,8.751386561746703,0,0
1547666.625,7222.4443359375,1400000,NA,1,30,7,0,3,6,2,1,1,1,1,0,50,8.884948725275384,0,0
1260000,4454.54541015625,1260000,NA,1,23,6,1,95,5,11,1,1,1,1,0,66,8.40168029432947,0,0
1063742,5170.96826171875,781242,NA,0,19,5,0,70,4,9,1,1,1,1,0,48,8.550815234632026,0,0
80000,388.888885498047,80000,NA,0,52,1,0,54,1,0,1,3,0,1,0,48,5.963293661421978,0,0
1094212,5319.0859375,900000,NA,1,29,6,1,39,5,11,1,1,1,1,0,48,8.579056751314187,0,0
1300000,6319.4443359375,1300000,NA,1,30,7,0,33,6,2,1,1,1,1,0,48,8.751386561746703,0,0
400000,2916.66674804688,400000,NA,1,25,7,0,45,6,2,3,1,0,1,0,32,7.9781967185853375,0,0
1088211,6045.61669921875,1000000,NA,1,30,7,0,85,6,5,1,1,1,1,0,42,8.707088775913022,0,0
958333.3125,4140.9462890625,900000,NA,0,31,6,1,45,5,11,1,1,0,1,0,54,8.328679612938025,0,0
1483333.375,4741.248046875,1400000,NA,0,30,6,1,33,5,11,1,1,0,1,0,73,8.464055681059971,1,0
6789333,28288.88671875,3781000,1700000,1,35,7,0,13,6,8,1,1,1,1,0,56,10.25022431105575,0,1
400000,3888.88891601562,400000,NA,0,21,7,0,33,6,3,1,1,0,1,0,24,8.265878770110776,1,0
2009166.625,6697.22216796875,1900000,NA,1,27,7,0,2,6,5,1,1,1,1,0,70,8.809448117612261,0,0
1400000,4666.66650390625,1400000,NA,1,49,4,0,97,3,5,1,1,0,1,0,70,8.448200285052053,0,0
2565000,12468.75,2300000,NA,0,30,7,0,16,6,5,1,1,1,1,0,48,9.430980793072274,0,0
380000,3694.4443359375,380000,NA,0,41,7,0,59,6,3,4,1,1,1,0,24,8.21458543937748,1,0
1059044.375,5148.13232421875,900000,NA,1,44,6,1,87,5,11,1,1,1,1,0,48,8.54638927239087,0,0
950000,4618.0556640625,950000,NA,0,33,7,0,13,6,2,1,1,0,1,0,48,8.437729043558232,0,0
1318211,6407.97021484375,1200000,NA,1,28,7,0,33,6,4,1,1,1,1,0,48,8.76529784061688,0,0
833333.3125,3240.74072265625,800000,NA,1,55,6,1,45,5,11,1,1,1,1,0,60,8.08355720076102,0,0
800000,3888.88891601562,800000,NA,0,53,6,1,92,5,11,1,1,0,1,0,48,8.265878770110776,0,0
1562500,7595.486328125,1500000,NA,1,27,7,0,21,6,5,1,1,1,1,0,48,8.93530944564939,0,0
937500,4557.29150390625,900000,NA,0,23,7,0,3,6,4,1,1,1,1,0,48,8.424483757597683,0,0
933275.3125,4536.7548828125,781242,NA,0,48,4,0,54,3,5,1,3,1,1,0,48,8.41996725193438,0,0
1037175.3125,5041.82421875,885242,NA,0,29,7,0,39,6,2,1,1,1,1,0,48,8.525523243742661,0,0
1119877.625,5806.77294921875,950000,NA,0,22,7,0,32,6,5,1,1,1,1,0,45,8.66678026511027,0,0
931953,4530.3271484375,781242,NA,0,31,6,1,55,5,11,1,1,1,1,0,48,8.418549434067595,0,0
1656000,8050,1500000,NA,0,33,7,0,39,6,6,6,1,1,1,0,48,8.99342737041261,0,0
1063211,5168.38671875,900000,NA,1,50,5,0,92,4,6,1,1,1,1,0,48,8.550315872142342,0,0
1454877.625,7072.32177734375,1300000,NA,1,51,6,1,37,5,11,1,1,1,1,0,48,8.863944103472386,0,0
1588211,7720.47021484375,1500000,NA,1,24,7,0,2,6,2,1,1,1,1,0,48,8.951630549822482,0,0
781242,3797.7041015625,781242,NA,1,19,7,0,38,6,1,1,1,0,1,0,48,8.2421519793225535,0,0
390000,3791.66674804688,390000,NA,1,23,6,1,44,5,11,1,1,1,1,0,24,8.240560976613954,1,0
1191544.375,5792.2294921875,1000000,NA,1,24,7,0,39,6,3,1,1,1,1,0,48,8.664272555550552,0,0
1240711,9649.974609375,1000000,NA,0,21,6,1,13,5,11,1,1,1,1,0,30,9.17471056317672,0,0
1288700,6264.513671875,1200000,NA,1,48,6,1,83,5,11,1,1,1,1,0,48,8.742656238119972,0,0
924591.6875,4494.54296875,800000,NA,0,40,6,1,55,5,11,1,1,1,1,0,48,8.410619266263671,0,0
880000,3422.22216796875,800000,NA,0,19,6,1,45,5,11,1,1,0,1,0,60,8.138045375772158,0,0
487500,2369.79174804688,450000,NA,0,62,4,0,54,3,5,1,3,0,1,0,48,7.7705573602459665,0,0
1100000,4583.33349609375,1100000,NA,1,27,6,1,79,5,11,1,1,1,1,0,56,8.43018184993797,0,0
931953,4530.3271484375,781242,NA,0,35,6,1,39,5,11,1,1,1,1,0,48,8.418549434067595,0,0
5875000,28559.02734375,5500000,NA,1,58,7,0,21,6,5,1,1,1,1,0,48,10.259728359282196,0,0
